timestamp,server,total_memory_mb,used_memory_mb,free_memory_mb,memory_utilization_percent
2025-01-01 02:40:00,server-1,32768,21254,11513,64.87
2025-01-01 02:45:00,server-1,32768,17833,14934,54.42
2025-01-01 02:50:00,server-1,32768,23994,8773,73.23
2025-01-01 02:55:00,server-1,32768,17298,15469,52.79
2025-01-01 03:00:00,server-1,32768,21983,10784,67.09
2025-01-01 03:05:00,server-1,32768,14877,17890,45.4
2025-01-01 03:10:00,server-1,32768,16946,15821,51.72
2025-01-01 03:15:00,server-1,32768,21944,10823,66.97
2025-01-01 03:20:00,server-1,32768,23719,9048,72.38
2025-01-01 03:25:00,server-1,32768,21860,10907,66.71
2025-01-01 03:30:00,server-1,32768,20920,11847,63.84
2025-01-01 03:35:00,server-1,32768,20312,12455,61.99
2025-01-01 03:40:00,server-1,32768,16454,16313,50.21
2025-01-01 03:45:00,server-1,32768,18940,13827,57.8
2025-01-01 03:50:00,server-1,32768,19789,12978,60.39
2025-01-01 03:55:00,server-1,32768,24763,8004,75.57
2025-01-01 04:00:00,server-1,32768,22425,10342,68.44
2025-01-01 04:05:00,server-1,32768,15522,17245,47.37
2025-01-01 04:10:00,server-1,32768,22361,10406,68.24
2025-01-01 04:15:00,server-1,32768,20037,12730,61.15
2025-01-01 04:20:00,server-1,32768,19081,13686,58.23
2025-01-01 04:25:00,server-1,32768,23303,9464,71.12
2025-01-01 04:30:00,server-1,32768,24677,8090,75.31
2025-01-01 04:35:00,server-1,32768,24350,8417,74.31
2025-01-01 04:40:00,server-1,32768,18549,14218,56.61
2025-01-01 04:45:00,server-1,32768,20285,12482,61.91
2025-01-01 04:50:00,server-1,32768,22384,10383,68.31
2025-01-01 04:55:00,server-1,32768,24495,8272,74.76
2025-01-01 05:00:00,server-1,32768,19729,13038,60.21
2025-01-01 05:05:00,server-1,32768,20690,12077,63.14
2025-01-01 05:10:00,server-1,32768,17673,15094,53.94
2025-01-01 05:15:00,server-1,32768,17379,15388,53.04
2025-01-01 05:20:00,server-1,32768,23961,8806,73.13
2025-01-01 05:25:00,server-1,32768,25743,7024,78.56
2025-01-01 05:30:00,server-1,32768,21063,11704,64.28
2025-01-01 05:35:00,server-1,32768,24587,8180,75.04
2025-01-01 05:40:00,server-1,32768,22484,10283,68.62
2025-01-01 05:45:00,server-1,32768,19185,13582,58.55
2025-01-01 05:50:00,server-1,32768,22483,10284,68.61
2025-01-01 05:55:00,server-1,32768,26339,6428,80.38
2025-01-01 06:00:00,server-1,32768,21181,11586,64.64
2025-01-01 06:05:00,server-1,32768,26426,6341,80.65
2025-01-01 06:10:00,server-1,32768,12714,20053,38.8
2025-01-01 06:15:00,server-1,32768,23992,8775,73.22
2025-01-01 06:20:00,server-1,32768,21584,11183,65.87
2025-01-01 06:25:00,server-1,32768,20319,12448,62.01
2025-01-01 06:30:00,server-1,32768,21599,11168,65.92
2025-01-01 06:35:00,server-1,32768,14786,17981,45.12
2025-01-01 06:40:00,server-1,32768,20579,12188,62.8
2025-01-01 06:45:00,server-1,32768,22469,10298,68.57
2025-01-01 06:50:00,server-1,32768,26141,6626,79.78
2025-01-01 06:55:00,server-1,32768,19600,13167,59.82
2025-01-01 07:00:00,server-1,32768,18649,14118,56.92
2025-01-01 07:05:00,server-1,32768,19655,13112,59.98
2025-01-01 07:10:00,server-1,32768,24298,8469,74.15
2025-01-01 07:15:00,server-1,32768,22376,10391,68.29
2025-01-01 07:20:00,server-1,32768,19563,13204,59.7
2025-01-01 07:25:00,server-1,32768,22981,9786,70.13
2025-01-01 07:30:00,server-1,32768,21617,11150,65.97
2025-01-01 07:35:00,server-1,32768,24473,8294,74.69
2025-01-01 07:40:00,server-1,32768,18998,13769,57.98
2025-01-01 07:45:00,server-1,32768,20225,12542,61.72
2025-01-01 07:50:00,server-1,32768,20014,12753,61.08
2025-01-01 07:55:00,server-1,32768,16503,16264,50.36
2025-01-01 08:00:00,server-1,32768,22269,10498,67.96
2025-01-01 08:05:00,server-1,32768,22154,10613,67.61
2025-01-01 08:10:00,server-1,32768,21315,11452,65.05
2025-01-01 08:15:00,server-1,32768,20530,12237,62.65
2025-01-01 08:20:00,server-1,32768,16661,16106,50.85
2025-01-01 08:25:00,server-1,32768,19920,12847,60.79
2025-01-01 08:30:00,server-1,32768,20176,12591,61.57
2025-01-01 08:35:00,server-1,32768,18670,14097,56.98
2025-01-01 08:40:00,server-1,32768,20770,11997,63.39
2025-01-01 08:45:00,server-1,32768,22623,10144,69.04
2025-01-01 08:50:00,server-1,32768,27479,5288,83.86
2025-01-01 08:55:00,server-1,32768,21871,10896,66.75
2025-01-01 09:00:00,server-1,32768,22143,10624,67.58
2025-01-01 09:05:00,server-1,32768,21055,11712,64.26
2025-01-01 09:10:00,server-1,32768,15011,17756,45.81
2025-01-01 09:15:00,server-1,32768,21212,11555,64.73
2025-01-01 09:20:00,server-1,32768,21496,11271,65.6
2025-01-01 09:25:00,server-1,32768,29370,3397,89.63
2025-01-01 09:30:00,server-1,32768,20668,12099,63.08
2025-01-01 09:35:00,server-1,32768,22287,10480,68.02
2025-01-01 09:40:00,server-1,32768,21185,11582,64.65
2025-01-01 09:45:00,server-1,32768,17469,15298,53.31
2025-01-01 09:50:00,server-1,32768,25044,7723,76.43
2025-01-01 09:55:00,server-1,32768,23763,9004,72.52
2025-01-01 10:00:00,server-1,32768,23891,8876,72.91
2025-01-01 10:05:00,server-1,32768,18319,14448,55.91
2025-01-01 10:10:00,server-1,32768,25895,6872,79.03
2025-01-01 10:15:00,server-1,32768,16705,16062,50.98
2025-01-01 10:20:00,server-1,32768,23222,9545,70.87
2025-01-01 10:25:00,server-1,32768,28476,4291,86.9
2025-01-01 10:30:00,server-1,32768,18053,14714,55.09
2025-01-01 10:35:00,server-1,32768,19443,13324,59.34
2025-01-01 10:40:00,server-1,32768,21625,11142,66.0
2025-01-01 10:45:00,server-1,32768,19649,13118,59.97
2025-01-01 10:50:00,server-1,32768,16217,16550,49.49
2025-01-01 10:55:00,server-1,32768,21523,11244,65.69
2025-01-01 11:00:00,server-1,32768,17818,14949,54.38
2025-01-01 11:05:00,server-1,32768,22851,9916,69.74
2025-01-01 11:10:00,server-1,32768,18286,14481,55.81
2025-01-01 11:15:00,server-1,32768,26378,6389,80.5
2025-01-01 11:20:00,server-1,32768,18732,14035,57.17
2025-01-01 11:25:00,server-1,32768,20243,12524,61.78
2025-01-01 11:30:00,server-1,32768,23964,8803,73.14
2025-01-01 11:35:00,server-1,32768,17265,15502,52.69
2025-01-01 11:40:00,server-1,32768,22044,10723,67.27
2025-01-01 11:45:00,server-1,32768,25582,7185,78.07
2025-01-01 11:50:00,server-1,32768,16031,16736,48.93
2025-01-01 11:55:00,server-1,32768,21904,10863,66.85
2025-01-01 12:00:00,server-1,32768,22150,10617,67.6
2025-01-01 12:05:00,server-1,32768,23861,8906,72.82
2025-01-01 12:10:00,server-1,32768,17245,15522,52.63
2025-01-01 12:15:00,server-1,32768,16972,15795,51.8
2025-01-01 12:20:00,server-1,32768,23009,9758,70.22
2025-01-01 12:25:00,server-1,32768,22272,10495,67.97
2025-01-01 12:30:00,server-1,32768,22120,10647,67.5
2025-01-01 12:35:00,server-1,32768,22434,10333,68.46
2025-01-01 12:40:00,server-1,32768,19070,13697,58.2
2025-01-01 12:45:00,server-1,32768,22060,10707,67.32
2025-01-01 12:50:00,server-1,32768,22259,10508,67.93
2025-01-01 12:55:00,server-1,32768,18958,13809,57.86
2025-01-01 13:00:00,server-1,32768,27412,5355,83.66
2025-01-01 13:05:00,server-1,32768,22851,9916,69.74
2025-01-01 13:10:00,server-1,32768,17395,15372,53.09
2025-01-01 13:15:00,server-1,32768,23450,9317,71.57
2025-01-01 13:20:00,server-1,32768,18105,14662,55.25
2025-01-01 13:25:00,server-1,32768,23878,8889,72.87
2025-01-01 13:30:00,server-1,32768,25095,7672,76.59
2025-01-01 13:35:00,server-1,32768,18609,14158,56.79
2025-01-01 13:40:00,server-1,32768,24455,8312,74.63
2025-01-01 13:45:00,server-1,32768,22651,10116,69.13
2025-01-01 13:50:00,server-1,32768,23992,8775,73.22
2025-01-01 13:55:00,server-1,32768,27514,5253,83.97
2025-01-01 14:00:00,server-1,32768,20495,12272,62.55
2025-01-01 14:05:00,server-1,32768,18829,13938,57.46
2025-01-01 14:10:00,server-1,32768,18384,14383,56.1
2025-01-01 14:15:00,server-1,32768,18625,14142,56.84
2025-01-01 14:20:00,server-1,32768,21046,11721,64.23
2025-01-01 14:25:00,server-1,32768,22417,10350,68.41
2025-01-01 14:30:00,server-1,32768,22205,10562,67.77
2025-01-01 14:35:00,server-1,32768,24009,8758,73.27
2025-01-01 14:40:00,server-1,32768,21341,11426,65.13
2025-01-01 14:45:00,server-1,32768,26062,6705,79.54
2025-01-01 14:50:00,server-1,32768,20431,12336,62.35
2025-01-01 14:55:00,server-1,32768,30212,2555,92.2
2025-01-01 15:00:00,server-1,32768,23349,9418,71.26
2025-01-01 15:05:00,server-1,32768,18490,14277,56.43
2025-01-01 15:10:00,server-1,32768,17790,14977,54.29
2025-01-01 15:15:00,server-1,32768,22880,9887,69.82
2025-01-01 15:20:00,server-1,32768,20566,12201,62.77
2025-01-01 15:25:00,server-1,32768,23638,9129,72.14
2025-01-01 15:30:00,server-1,32768,22849,9918,69.73
2025-01-01 15:35:00,server-1,32768,21060,11707,64.27
2025-01-01 15:40:00,server-1,32768,18524,14243,56.53
2025-01-01 15:45:00,server-1,32768,16335,16432,49.85
2025-01-01 15:50:00,server-1,32768,19836,12931,60.53
2025-01-01 15:55:00,server-1,32768,24105,8662,73.56
2025-01-01 16:00:00,server-1,32768,22000,10767,67.14
2025-01-01 16:05:00,server-1,32768,17217,15550,52.54
2025-01-01 16:10:00,server-1,32768,21866,10901,66.73
2025-01-01 16:15:00,server-1,32768,22561,10206,68.85
2025-01-01 16:20:00,server-1,32768,18402,14365,56.16
2025-01-01 16:25:00,server-1,32768,21802,10965,66.54
2025-01-01 16:30:00,server-1,32768,21489,11278,65.58
2025-01-01 16:35:00,server-1,32768,17553,15214,53.57
2025-01-01 16:40:00,server-1,32768,22471,10296,68.58
2025-01-01 16:45:00,server-1,32768,23136,9631,70.61
2025-01-01 16:50:00,server-1,32768,24848,7919,75.83
2025-01-01 16:55:00,server-1,32768,24752,8015,75.54
2025-01-01 17:00:00,server-1,32768,16784,15983,51.22
2025-01-01 17:05:00,server-1,32768,18226,14541,55.62
2025-01-01 17:10:00,server-1,32768,22986,9781,70.15
2025-01-01 17:15:00,server-1,32768,22982,9785,70.14
2025-01-01 17:20:00,server-1,32768,22986,9781,70.15
2025-01-01 17:25:00,server-1,32768,31129,1638,95.0
2025-01-01 17:30:00,server-1,32768,23169,9598,70.71
2025-01-01 17:35:00,server-1,32768,25020,7747,76.36
2025-01-01 17:40:00,server-1,32768,24425,8342,74.54
2025-01-01 17:45:00,server-1,32768,23433,9334,71.51
2025-01-01 17:50:00,server-1,32768,20266,12501,61.85
2025-01-01 17:55:00,server-1,32768,23786,8981,72.59
2025-01-01 18:00:00,server-1,32768,18766,14001,57.27
2025-01-01 18:05:00,server-1,32768,20523,12244,62.63
2025-01-01 18:10:00,server-1,32768,19708,13059,60.15
2025-01-01 18:15:00,server-1,32768,21567,11200,65.82
2025-01-01 18:20:00,server-1,32768,28883,3884,88.15
2025-01-01 18:25:00,server-1,32768,15180,17587,46.33
2025-01-01 18:30:00,server-1,32768,23547,9220,71.86
2025-01-01 18:35:00,server-1,32768,16014,16753,48.87
2025-01-01 18:40:00,server-1,32768,19752,13015,60.28
2025-01-01 18:45:00,server-1,32768,24867,7900,75.89
2025-01-01 18:50:00,server-1,32768,21509,11258,65.64
2025-01-01 18:55:00,server-1,32768,17767,15000,54.22
2025-01-01 19:00:00,server-1,32768,18955,13812,57.85
2025-01-01 19:05:00,server-1,32768,23526,9241,71.8
2025-01-01 19:10:00,server-1,32768,18905,13862,57.7
2025-01-01 19:15:00,server-1,32768,22008,10759,67.16
2025-01-01 19:20:00,server-1,32768,21448,11319,65.46
2025-01-01 19:25:00,server-1,32768,19164,13603,58.48
2025-01-01 19:30:00,server-1,32768,28324,4443,86.44
2025-01-01 19:35:00,server-1,32768,23376,9391,71.34
2025-01-01 19:40:00,server-1,32768,14663,18104,44.75
2025-01-01 19:45:00,server-1,32768,21910,10857,66.86
2025-01-01 19:50:00,server-1,32768,19130,13637,58.38
2025-01-01 19:55:00,server-1,32768,24092,8675,73.52
2025-01-01 20:00:00,server-1,32768,18702,14065,57.07
2025-01-01 20:05:00,server-1,32768,20923,11844,63.85
2025-01-01 20:10:00,server-1,32768,22953,9814,70.05
2025-01-01 20:15:00,server-1,32768,24136,8631,73.66
2025-01-01 20:20:00,server-1,32768,17366,15401,53.0
2025-01-01 20:25:00,server-1,32768,20203,12564,61.65
2025-01-01 20:30:00,server-1,32768,19742,13025,60.25
2025-01-01 20:35:00,server-1,32768,19158,13609,58.47
2025-01-01 20:40:00,server-1,32768,27084,5683,82.65
2025-01-01 20:45:00,server-1,32768,22626,10141,69.05
2025-01-01 20:50:00,server-1,32768,17167,15600,52.39
2025-01-01 20:55:00,server-1,32768,24306,8461,74.18
2025-01-01 21:00:00,server-1,32768,28253,4514,86.22
2025-01-01 21:05:00,server-1,32768,24682,8085,75.32
2025-01-01 21:10:00,server-1,32768,16320,16447,49.81
2025-01-01 21:15:00,server-1,32768,19712,13055,60.16
2025-01-01 21:20:00,server-1,32768,25450,7317,77.67
2025-01-01 21:25:00,server-1,32768,18980,13787,57.92
2025-01-01 21:30:00,server-1,32768,22753,10014,69.44
2025-01-01 21:35:00,server-1,32768,23837,8930,72.75
2025-01-01 21:40:00,server-1,32768,18261,14506,55.73
2025-01-01 21:45:00,server-1,32768,21104,11663,64.4
2025-01-01 21:50:00,server-1,32768,10678,22089,32.59
2025-01-01 21:55:00,server-1,32768,17942,14825,54.76
2025-01-01 22:00:00,server-1,32768,20471,12296,62.47
2025-01-01 22:05:00,server-1,32768,17210,15557,52.52
2025-01-01 22:10:00,server-1,32768,26648,6119,81.32
2025-01-01 22:15:00,server-1,32768,16612,16155,50.7
2025-01-01 22:20:00,server-1,32768,19857,12910,60.6
2025-01-01 22:25:00,server-1,32768,21727,11040,66.31
2025-01-01 22:30:00,server-1,32768,26021,6746,79.41
2025-01-01 22:35:00,server-1,32768,16594,16173,50.64
2025-01-01 22:40:00,server-1,32768,25110,7657,76.63
2025-01-01 22:45:00,server-1,32768,21332,11435,65.1
2025-01-01 22:50:00,server-1,32768,18082,14685,55.18
2025-01-01 22:55:00,server-1,32768,22813,9954,69.62
2025-01-01 23:00:00,server-1,32768,21951,10816,66.99
2025-01-01 23:05:00,server-1,32768,19332,13435,59.0
2025-01-01 23:10:00,server-1,32768,21527,11240,65.7
2025-01-01 23:15:00,server-1,32768,20036,12731,61.15
2025-01-01 23:20:00,server-1,32768,21671,11096,66.14
2025-01-01 23:25:00,server-1,32768,23468,9299,71.62
2025-01-01 23:30:00,server-1,32768,26496,6271,80.86
2025-01-01 23:35:00,server-1,32768,17243,15524,52.62
2025-01-01 23:40:00,server-1,32768,28288,4479,86.33
2025-01-01 23:45:00,server-1,32768,14902,17865,45.48
2025-01-01 23:50:00,server-1,32768,20801,11966,63.48
2025-01-01 23:55:00,server-1,32768,23226,9541,70.88
2025-01-02 00:00:00,server-1,32768,22219,10548,67.81
2025-01-02 00:05:00,server-1,32768,19258,13509,58.77
2025-01-02 00:10:00,server-1,32768,20617,12150,62.92
2025-01-02 00:15:00,server-1,32768,19683,13084,60.07
2025-01-02 00:20:00,server-1,32768,19367,13400,59.11
2025-01-02 00:25:00,server-1,32768,24083,8684,73.5
2025-01-02 00:30:00,server-1,32768,22469,10298,68.57
2025-01-02 00:35:00,server-1,32768,19028,13739,58.07
2025-01-02 00:40:00,server-1,32768,24247,8520,74.0
2025-01-02 00:45:00,server-1,32768,22306,10461,68.07
2025-01-02 00:50:00,server-1,32768,23962,8805,73.13
2025-01-02 00:55:00,server-1,32768,23362,9405,71.3
2025-01-02 01:00:00,server-1,32768,18582,14185,56.71
2025-01-02 01:05:00,server-1,32768,19463,13304,59.4
2025-01-02 01:10:00,server-1,32768,23747,9020,72.47
2025-01-02 01:15:00,server-1,32768,23299,9468,71.1
2025-01-02 01:20:00,server-1,32768,21230,11537,64.79
2025-01-02 01:25:00,server-1,32768,21683,11084,66.17
2025-01-02 01:30:00,server-1,32768,25485,7282,77.78
2025-01-02 01:35:00,server-1,32768,19360,13407,59.08
2025-01-02 01:40:00,server-1,32768,23091,9676,70.47
2025-01-02 01:45:00,server-1,32768,20636,12131,62.98
2025-01-02 01:50:00,server-1,32768,20585,12182,62.82
2025-01-02 01:55:00,server-1,32768,24899,7868,75.99
2025-01-02 02:00:00,server-1,32768,24003,8764,73.25
2025-01-02 02:05:00,server-1,32768,23964,8803,73.14
2025-01-02 02:10:00,server-1,32768,25576,7191,78.05
2025-01-02 02:15:00,server-1,32768,21368,11399,65.21
2025-01-02 02:20:00,server-1,32768,23533,9234,71.82
2025-01-02 02:25:00,server-1,32768,20282,12485,61.9
2025-01-02 02:30:00,server-1,32768,22361,10406,68.24
2025-01-02 02:35:00,server-1,32768,20872,11895,63.7
2025-01-02 02:40:00,server-1,32768,21617,11150,65.97
2025-01-02 02:45:00,server-1,32768,23249,9518,70.95
2025-01-02 02:50:00,server-1,32768,18618,14149,56.82
2025-01-02 02:55:00,server-1,32768,28155,4612,85.92
2025-01-02 03:00:00,server-1,32768,18002,14765,54.94
2025-01-02 03:05:00,server-1,32768,17320,15447,52.86
2025-01-02 03:10:00,server-1,32768,25094,7673,76.58
2025-01-02 03:15:00,server-1,32768,23893,8874,72.92
2025-01-02 03:20:00,server-1,32768,23344,9423,71.24
2025-01-02 03:25:00,server-1,32768,23358,9409,71.28
2025-01-02 03:30:00,server-1,32768,21259,11508,64.88
2025-01-02 03:35:00,server-1,32768,18359,14408,56.03
2025-01-02 03:40:00,server-1,32768,21547,11220,65.76
2025-01-02 03:45:00,server-1,32768,19080,13687,58.23
2025-01-02 03:50:00,server-1,32768,24494,8273,74.75
2025-01-02 03:55:00,server-1,32768,20817,11950,63.53
2025-01-02 04:00:00,server-1,32768,18594,14173,56.75
2025-01-02 04:05:00,server-1,32768,20246,12521,61.79
2025-01-02 04:10:00,server-1,32768,22652,10115,69.13
2025-01-02 04:15:00,server-1,32768,19451,13316,59.36
2025-01-02 04:20:00,server-1,32768,18604,14163,56.78
2025-01-02 04:25:00,server-1,32768,22097,10670,67.44
2025-01-02 04:30:00,server-1,32768,22101,10666,67.45
2025-01-02 04:35:00,server-1,32768,19638,13129,59.93
2025-01-02 04:40:00,server-1,32768,19755,13012,60.29
2025-01-02 04:45:00,server-1,32768,22059,10708,67.32
2025-01-02 04:50:00,server-1,32768,16554,16213,50.52
2025-01-02 04:55:00,server-1,32768,16687,16080,50.93
2025-01-02 05:00:00,server-1,32768,18945,13822,57.82
2025-01-02 05:05:00,server-1,32768,20599,12168,62.87
2025-01-02 05:10:00,server-1,32768,22317,10450,68.11
2025-01-02 05:15:00,server-1,32768,26133,6634,79.75
2025-01-02 05:20:00,server-1,32768,24109,8658,73.58
2025-01-02 05:25:00,server-1,32768,20775,11992,63.4
2025-01-02 05:30:00,server-1,32768,21236,11531,64.81
2025-01-02 05:35:00,server-1,32768,18014,14753,54.97
2025-01-02 05:40:00,server-1,32768,21238,11529,64.81
2025-01-02 05:45:00,server-1,32768,20353,12414,62.11
2025-01-02 05:50:00,server-1,32768,22356,10411,68.23
2025-01-02 05:55:00,server-1,32768,18588,14179,56.73
2025-01-02 06:00:00,server-1,32768,23000,9767,70.19
2025-01-02 06:05:00,server-1,32768,26321,6446,80.33
2025-01-02 06:10:00,server-1,32768,20942,11825,63.91
2025-01-02 06:15:00,server-1,32768,22615,10152,69.02
2025-01-02 06:20:00,server-1,32768,23560,9207,71.9
2025-01-02 06:25:00,server-1,32768,19984,12783,60.99
2025-01-02 06:30:00,server-1,32768,22033,10734,67.24
2025-01-02 06:35:00,server-1,32768,21340,11427,65.13
2025-01-02 06:40:00,server-1,32768,21619,11148,65.98
2025-01-02 06:45:00,server-1,32768,18766,14001,57.27
2025-01-02 06:50:00,server-1,32768,21379,11388,65.25
2025-01-02 06:55:00,server-1,32768,22931,9836,69.98
2025-01-02 07:00:00,server-1,32768,26054,6713,79.51
2025-01-02 07:05:00,server-1,32768,24442,8325,74.59
2025-01-02 07:10:00,server-1,32768,28354,4413,86.53
2025-01-02 07:15:00,server-1,32768,18784,13983,57.33
2025-01-02 07:20:00,server-1,32768,24157,8610,73.72
2025-01-02 07:25:00,server-1,32768,21899,10868,66.83
2025-01-02 07:30:00,server-1,32768,28474,4293,86.9
2025-01-02 07:35:00,server-1,32768,18650,14117,56.92
2025-01-02 07:40:00,server-1,32768,18547,14220,56.6
2025-01-02 07:45:00,server-1,32768,19335,13432,59.01
2025-01-02 07:50:00,server-1,32768,14339,18428,43.76
2025-01-02 07:55:00,server-1,32768,19576,13191,59.74
2025-01-02 08:00:00,server-1,32768,18811,13956,57.41
2025-01-02 08:05:00,server-1,32768,21792,10975,66.5
2025-01-02 08:10:00,server-1,32768,22419,10348,68.42
2025-01-02 08:15:00,server-1,32768,27447,5320,83.76
2025-01-02 08:20:00,server-1,32768,24413,8354,74.5
2025-01-02 08:25:00,server-1,32768,19408,13359,59.23
2025-01-02 08:30:00,server-1,32768,18355,14412,56.02
2025-01-02 08:35:00,server-1,32768,22911,9856,69.92
2025-01-02 08:40:00,server-1,32768,16973,15794,51.8
2025-01-02 08:45:00,server-1,32768,27300,5467,83.31
2025-01-02 08:50:00,server-1,32768,25163,7604,76.79
2025-01-02 08:55:00,server-1,32768,19761,13006,60.31
2025-01-02 09:00:00,server-1,32768,15685,17082,47.87
2025-01-02 09:05:00,server-1,32768,25735,7032,78.54
2025-01-02 09:10:00,server-1,32768,20923,11844,63.85
2025-01-02 09:15:00,server-1,32768,25355,7412,77.38
2025-01-02 09:20:00,server-1,32768,16074,16693,49.06
2025-01-02 09:25:00,server-1,32768,19335,13432,59.01
2025-01-02 09:30:00,server-1,32768,21316,11451,65.05
2025-01-02 09:35:00,server-1,32768,21453,11314,65.47
2025-01-02 09:40:00,server-1,32768,19824,12943,60.5
2025-01-02 09:45:00,server-1,32768,23340,9427,71.23
2025-01-02 09:50:00,server-1,32768,17800,14967,54.32
2025-01-02 09:55:00,server-1,32768,20832,11935,63.58
2025-01-02 10:00:00,server-1,32768,21693,11074,66.2
2025-01-02 10:05:00,server-1,32768,22984,9783,70.14
2025-01-02 10:10:00,server-1,32768,23631,9136,72.12
2025-01-02 10:15:00,server-1,32768,17613,15154,53.75
2025-01-02 10:20:00,server-1,32768,16272,16495,49.66
2025-01-02 10:25:00,server-1,32768,25485,7282,77.78
2025-01-02 10:30:00,server-1,32768,22388,10379,68.32
2025-01-02 10:35:00,server-1,32768,18846,13921,57.52
2025-01-02 10:40:00,server-1,32768,26382,6385,80.51
2025-01-02 10:45:00,server-1,32768,21678,11089,66.16
2025-01-02 10:50:00,server-1,32768,25163,7604,76.79
2025-01-02 10:55:00,server-1,32768,21520,11247,65.68
2025-01-02 11:00:00,server-1,32768,28051,4716,85.61
2025-01-02 11:05:00,server-1,32768,27051,5716,82.55
2025-01-02 11:10:00,server-1,32768,20483,12284,62.51
2025-01-02 11:15:00,server-1,32768,24482,8285,74.72
2025-01-02 11:20:00,server-1,32768,23413,9354,71.45
2025-01-02 11:25:00,server-1,32768,25783,6984,78.69
2025-01-02 11:30:00,server-1,32768,18137,14630,55.35
2025-01-02 11:35:00,server-1,32768,23547,9220,71.86
2025-01-02 11:40:00,server-1,32768,24767,8000,75.58
2025-01-02 11:45:00,server-1,32768,15536,17231,47.41
2025-01-02 11:50:00,server-1,32768,17421,15346,53.17
2025-01-02 11:55:00,server-1,32768,14617,18150,44.61
2025-01-02 12:00:00,server-1,32768,20416,12351,62.31
2025-01-02 12:05:00,server-1,32768,23650,9117,72.18
2025-01-02 12:10:00,server-1,32768,26222,6545,80.02
2025-01-02 12:15:00,server-1,32768,21541,11226,65.74
2025-01-02 12:20:00,server-1,32768,26635,6132,81.29
2025-01-02 12:25:00,server-1,32768,16776,15991,51.2
2025-01-02 12:30:00,server-1,32768,15717,17050,47.97
2025-01-02 12:35:00,server-1,32768,21117,11650,64.44
2025-01-02 12:40:00,server-1,32768,22557,10210,68.84
2025-01-02 12:45:00,server-1,32768,21192,11575,64.67
2025-01-02 12:50:00,server-1,32768,14524,18243,44.33
2025-01-02 12:55:00,server-1,32768,21007,11760,64.11
2025-01-02 13:00:00,server-1,32768,17024,15743,51.96
2025-01-02 13:05:00,server-1,32768,23493,9274,71.7
2025-01-02 13:10:00,server-1,32768,22500,10267,68.67
2025-01-02 13:15:00,server-1,32768,18219,14548,55.6
2025-01-02 13:20:00,server-1,32768,19615,13152,59.86
2025-01-02 13:25:00,server-1,32768,17828,14939,54.41
2025-01-02 13:30:00,server-1,32768,21093,11674,64.37
2025-01-02 13:35:00,server-1,32768,24429,8338,74.55
2025-01-02 13:40:00,server-1,32768,18069,14698,55.14
2025-01-02 13:45:00,server-1,32768,22950,9817,70.04
2025-01-02 13:50:00,server-1,32768,19561,13206,59.7
2025-01-02 13:55:00,server-1,32768,18701,14066,57.07
2025-01-02 14:00:00,server-1,32768,20948,11819,63.93
2025-01-02 14:05:00,server-1,32768,17906,14861,54.65
2025-01-02 14:10:00,server-1,32768,19485,13282,59.46
2025-01-02 14:15:00,server-1,32768,17373,15394,53.02
2025-01-02 14:20:00,server-1,32768,27737,5030,84.65
2025-01-02 14:25:00,server-1,32768,21414,11353,65.35
2025-01-02 14:30:00,server-1,32768,19006,13761,58.0
