timestamp,server,total_memory_mb,used_memory_mb,free_memory_mb,memory_utilization_percent
2025-01-01 03:50:00,server-3,32768,20918,11849,63.84
2025-01-01 03:55:00,server-3,32768,22002,10765,67.15
2025-01-01 04:00:00,server-3,32768,26470,6297,80.78
2025-01-01 04:05:00,server-3,32768,24528,8239,74.85
2025-01-01 04:10:00,server-3,32768,24147,8620,73.69
2025-01-01 04:15:00,server-3,32768,19806,12961,60.44
2025-01-01 04:20:00,server-3,32768,18385,14382,56.11
2025-01-01 04:25:00,server-3,32768,24429,8338,74.55
2025-01-01 04:30:00,server-3,32768,24169,8598,73.76
2025-01-01 04:35:00,server-3,32768,26124,6643,79.73
2025-01-01 04:40:00,server-3,32768,19320,13447,58.96
2025-01-01 04:45:00,server-3,32768,20547,12220,62.7
2025-01-01 04:50:00,server-3,32768,15926,16841,48.61
2025-01-01 04:55:00,server-3,32768,20013,12754,61.08
2025-01-01 05:00:00,server-3,32768,24564,8203,74.97
2025-01-01 05:05:00,server-3,32768,19770,12997,60.34
2025-01-01 05:10:00,server-3,32768,23397,9370,71.4
2025-01-01 05:15:00,server-3,32768,20674,12093,63.09
2025-01-01 05:20:00,server-3,32768,22361,10406,68.24
2025-01-01 05:25:00,server-3,32768,17538,15229,53.52
2025-01-01 05:30:00,server-3,32768,21578,11189,65.85
2025-01-01 05:35:00,server-3,32768,11497,21270,35.09
2025-01-01 05:40:00,server-3,32768,20686,12081,63.13
2025-01-01 05:45:00,server-3,32768,15956,16811,48.7
2025-01-01 05:50:00,server-3,32768,25251,7516,77.06
2025-01-01 05:55:00,server-3,32768,23846,8921,72.77
2025-01-01 06:00:00,server-3,32768,22828,9939,69.67
2025-01-01 06:05:00,server-3,32768,26283,6484,80.21
2025-01-01 06:10:00,server-3,32768,18189,14578,55.51
2025-01-01 06:15:00,server-3,32768,27024,5743,82.47
2025-01-01 06:20:00,server-3,32768,24353,8414,74.32
2025-01-01 06:25:00,server-3,32768,20524,12243,62.63
2025-01-01 06:30:00,server-3,32768,25020,7747,76.36
2025-01-01 06:35:00,server-3,32768,17674,15093,53.94
2025-01-01 06:40:00,server-3,32768,18597,14170,56.75
2025-01-01 06:45:00,server-3,32768,19304,13463,58.91
2025-01-01 06:50:00,server-3,32768,19565,13202,59.71
2025-01-01 06:55:00,server-3,32768,17837,14930,54.43
2025-01-01 07:00:00,server-3,32768,25306,7461,77.23
2025-01-01 07:05:00,server-3,32768,20450,12317,62.41
2025-01-01 07:10:00,server-3,32768,22454,10313,68.53
2025-01-01 07:15:00,server-3,32768,19430,13337,59.3
2025-01-01 07:20:00,server-3,32768,15333,17434,46.79
2025-01-01 07:25:00,server-3,32768,22184,10583,67.7
2025-01-01 07:30:00,server-3,32768,15033,17734,45.88
2025-01-01 07:35:00,server-3,32768,21074,11693,64.31
2025-01-01 07:40:00,server-3,32768,16815,15952,51.32
2025-01-01 07:45:00,server-3,32768,27811,4956,84.87
2025-01-01 07:50:00,server-3,32768,24285,8482,74.11
2025-01-01 07:55:00,server-3,32768,21645,11122,66.06
2025-01-01 08:00:00,server-3,32768,25440,7327,77.64
2025-01-01 08:05:00,server-3,32768,18525,14242,56.54
2025-01-01 08:10:00,server-3,32768,23080,9687,70.43
2025-01-01 08:15:00,server-3,32768,21953,10814,67.0
2025-01-01 08:20:00,server-3,32768,22164,10603,67.64
2025-01-01 08:25:00,server-3,32768,25468,7299,77.72
2025-01-01 08:30:00,server-3,32768,23699,9068,72.32
2025-01-01 08:35:00,server-3,32768,22245,10522,67.89
2025-01-01 08:40:00,server-3,32768,15876,16891,48.45
2025-01-01 08:45:00,server-3,32768,18153,14614,55.4
2025-01-01 08:50:00,server-3,32768,20897,11870,63.77
2025-01-01 08:55:00,server-3,32768,21605,11162,65.93
2025-01-01 09:00:00,server-3,32768,17595,15172,53.7
2025-01-01 09:05:00,server-3,32768,29201,3566,89.12
2025-01-01 09:10:00,server-3,32768,26268,6499,80.16
2025-01-01 09:15:00,server-3,32768,23272,9495,71.02
2025-01-01 09:20:00,server-3,32768,21535,11232,65.72
2025-01-01 09:25:00,server-3,32768,20603,12164,62.88
2025-01-01 09:30:00,server-3,32768,18179,14588,55.48
2025-01-01 09:35:00,server-3,32768,21553,11214,65.77
2025-01-01 09:40:00,server-3,32768,22143,10624,67.58
2025-01-01 09:45:00,server-3,32768,17230,15537,52.58
2025-01-01 09:50:00,server-3,32768,22394,10373,68.34
2025-01-01 09:55:00,server-3,32768,20790,11977,63.45
2025-01-01 10:00:00,server-3,32768,15047,17720,45.92
2025-01-01 10:05:00,server-3,32768,18479,14288,56.4
2025-01-01 10:10:00,server-3,32768,19943,12824,60.86
2025-01-01 10:15:00,server-3,32768,27484,5283,83.88
2025-01-01 10:20:00,server-3,32768,23122,9645,70.57
2025-01-01 10:25:00,server-3,32768,16923,15844,51.65
2025-01-01 10:30:00,server-3,32768,22891,9876,69.86
2025-01-01 10:35:00,server-3,32768,16228,16539,49.53
2025-01-01 10:40:00,server-3,32768,24846,7921,75.83
2025-01-01 10:45:00,server-3,32768,19755,13012,60.29
2025-01-01 10:50:00,server-3,32768,20992,11775,64.06
2025-01-01 10:55:00,server-3,32768,25643,7124,78.26
2025-01-01 11:00:00,server-3,32768,17081,15686,52.13
2025-01-01 11:05:00,server-3,32768,16721,16046,51.03
2025-01-01 11:10:00,server-3,32768,19386,13381,59.16
2025-01-01 11:15:00,server-3,32768,24701,8066,75.38
2025-01-01 11:20:00,server-3,32768,16320,16447,49.81
2025-01-01 11:25:00,server-3,32768,12018,20749,36.68
2025-01-01 11:30:00,server-3,32768,19820,12947,60.49
2025-01-01 11:35:00,server-3,32768,23107,9660,70.52
2025-01-01 11:40:00,server-3,32768,25232,7535,77.0
2025-01-01 11:45:00,server-3,32768,19781,12986,60.37
2025-01-01 11:50:00,server-3,32768,19951,12816,60.89
2025-01-01 11:55:00,server-3,32768,25080,7687,76.54
2025-01-01 12:00:00,server-3,32768,15172,17595,46.3
2025-01-01 12:05:00,server-3,32768,20026,12741,61.11
2025-01-01 12:10:00,server-3,32768,21923,10844,66.9
2025-01-01 12:15:00,server-3,32768,22771,9996,69.49
2025-01-01 12:20:00,server-3,32768,19628,13139,59.9
2025-01-01 12:25:00,server-3,32768,21412,11355,65.34
2025-01-01 12:30:00,server-3,32768,13145,19622,40.12
2025-01-01 12:35:00,server-3,32768,19142,13625,58.42
2025-01-01 12:40:00,server-3,32768,22785,9982,69.54
2025-01-01 12:45:00,server-3,32768,18080,14687,55.18
2025-01-01 12:50:00,server-3,32768,21492,11275,65.59
2025-01-01 12:55:00,server-3,32768,22763,10004,69.47
2025-01-01 13:00:00,server-3,32768,20176,12591,61.57
2025-01-01 13:05:00,server-3,32768,21857,10910,66.7
2025-01-01 13:10:00,server-3,32768,18144,14623,55.37
2025-01-01 13:15:00,server-3,32768,20622,12145,62.93
2025-01-01 13:20:00,server-3,32768,23298,9469,71.1
2025-01-01 13:25:00,server-3,32768,21813,10954,66.57
2025-01-01 13:30:00,server-3,32768,19377,13390,59.13
2025-01-01 13:35:00,server-3,32768,22033,10734,67.24
2025-01-01 13:40:00,server-3,32768,23640,9127,72.15
2025-01-01 13:45:00,server-3,32768,14581,18186,44.5
2025-01-01 13:50:00,server-3,32768,25097,7670,76.59
2025-01-01 13:55:00,server-3,32768,20197,12570,61.64
2025-01-01 14:00:00,server-3,32768,22693,10074,69.25
2025-01-01 14:05:00,server-3,32768,25222,7545,76.97
2025-01-01 14:10:00,server-3,32768,16804,15963,51.28
2025-01-01 14:15:00,server-3,32768,18974,13793,57.91
2025-01-01 14:20:00,server-3,32768,20353,12414,62.11
2025-01-01 14:25:00,server-3,32768,18730,14037,57.16
2025-01-01 14:30:00,server-3,32768,26984,5783,82.35
2025-01-01 14:35:00,server-3,32768,18491,14276,56.43
2025-01-01 14:40:00,server-3,32768,19478,13289,59.44
2025-01-01 14:45:00,server-3,32768,21968,10799,67.04
2025-01-01 14:50:00,server-3,32768,17359,15408,52.98
2025-01-01 14:55:00,server-3,32768,20002,12765,61.04
2025-01-01 15:00:00,server-3,32768,22339,10428,68.17
2025-01-01 15:05:00,server-3,32768,20208,12559,61.67
2025-01-01 15:10:00,server-3,32768,20993,11774,64.07
2025-01-01 15:15:00,server-3,32768,19564,13203,59.71
2025-01-01 15:20:00,server-3,32768,16336,16431,49.86
2025-01-01 15:25:00,server-3,32768,22352,10415,68.22
2025-01-01 15:30:00,server-3,32768,27049,5718,82.55
2025-01-01 15:35:00,server-3,32768,21359,11408,65.18
2025-01-01 15:40:00,server-3,32768,22037,10730,67.25
2025-01-01 15:45:00,server-3,32768,23569,9198,71.93
2025-01-01 15:50:00,server-3,32768,17139,15628,52.31
2025-01-01 15:55:00,server-3,32768,26878,5889,82.03
2025-01-01 16:00:00,server-3,32768,21962,10805,67.02
2025-01-01 16:05:00,server-3,32768,26646,6121,81.32
2025-01-01 16:10:00,server-3,32768,18897,13870,57.67
2025-01-01 16:15:00,server-3,32768,27256,5511,83.18
2025-01-01 16:20:00,server-3,32768,23839,8928,72.75
2025-01-01 16:25:00,server-3,32768,23111,9656,70.53
2025-01-01 16:30:00,server-3,32768,22066,10701,67.34
2025-01-01 16:35:00,server-3,32768,20484,12283,62.51
2025-01-01 16:40:00,server-3,32768,25233,7534,77.01
2025-01-01 16:45:00,server-3,32768,21759,11008,66.4
2025-01-01 16:50:00,server-3,32768,14853,17914,45.33
2025-01-01 16:55:00,server-3,32768,17638,15129,53.83
2025-01-01 17:00:00,server-3,32768,20690,12077,63.14
2025-01-01 17:05:00,server-3,32768,22315,10452,68.1
2025-01-01 17:10:00,server-3,32768,21113,11654,64.43
2025-01-01 17:15:00,server-3,32768,25293,7474,77.19
2025-01-01 17:20:00,server-3,32768,14905,17862,45.49
2025-01-01 17:25:00,server-3,32768,21769,10998,66.44
2025-01-01 17:30:00,server-3,32768,15342,17425,46.82
2025-01-01 17:35:00,server-3,32768,23788,8979,72.6
2025-01-01 17:40:00,server-3,32768,20989,11778,64.06
2025-01-01 17:45:00,server-3,32768,22674,10093,69.2
2025-01-01 17:50:00,server-3,32768,18468,14299,56.36
2025-01-01 17:55:00,server-3,32768,25491,7276,77.79
2025-01-01 18:00:00,server-3,32768,24712,8055,75.42
2025-01-01 18:05:00,server-3,32768,23211,9556,70.84
2025-01-01 18:10:00,server-3,32768,20874,11893,63.7
2025-01-01 18:15:00,server-3,32768,23199,9568,70.8
2025-01-01 18:20:00,server-3,32768,18982,13785,57.93
2025-01-01 18:25:00,server-3,32768,24102,8665,73.56
2025-01-01 18:30:00,server-3,32768,26704,6063,81.49
2025-01-01 18:35:00,server-3,32768,24807,7960,75.71
2025-01-01 18:40:00,server-3,32768,18908,13859,57.7
2025-01-01 18:45:00,server-3,32768,22483,10284,68.61
2025-01-01 18:50:00,server-3,32768,17061,15706,52.07
2025-01-01 18:55:00,server-3,32768,23174,9593,70.72
2025-01-01 19:00:00,server-3,32768,22775,9992,69.51
2025-01-01 19:05:00,server-3,32768,15172,17595,46.3
2025-01-01 19:10:00,server-3,32768,17492,15275,53.38
2025-01-01 19:15:00,server-3,32768,20371,12396,62.17
2025-01-01 19:20:00,server-3,32768,20313,12454,61.99
2025-01-01 19:25:00,server-3,32768,17335,15432,52.91
2025-01-01 19:30:00,server-3,32768,22573,10194,68.89
2025-01-01 19:35:00,server-3,32768,22123,10644,67.51
2025-01-01 19:40:00,server-3,32768,20662,12105,63.06
2025-01-01 19:45:00,server-3,32768,18822,13945,57.44
2025-01-01 19:50:00,server-3,32768,24735,8032,75.49
2025-01-01 19:55:00,server-3,32768,26723,6044,81.55
2025-01-01 20:00:00,server-3,32768,19714,13053,60.16
2025-01-01 20:05:00,server-3,32768,19293,13474,58.88
2025-01-01 20:10:00,server-3,32768,22908,9859,69.91
2025-01-01 20:15:00,server-3,32768,20126,12641,61.42
2025-01-01 20:20:00,server-3,32768,20842,11925,63.61
2025-01-01 20:25:00,server-3,32768,23722,9045,72.4
2025-01-01 20:30:00,server-3,32768,15042,17725,45.91
2025-01-01 20:35:00,server-3,32768,25619,7148,78.18
2025-01-01 20:40:00,server-3,32768,21537,11230,65.73
2025-01-01 20:45:00,server-3,32768,19950,12817,60.89
2025-01-01 20:50:00,server-3,32768,21006,11761,64.11
2025-01-01 20:55:00,server-3,32768,21176,11591,64.62
2025-01-01 21:00:00,server-3,32768,15626,17141,47.69
2025-01-01 21:05:00,server-3,32768,26197,6570,79.95
2025-01-01 21:10:00,server-3,32768,21434,11333,65.41
2025-01-01 21:15:00,server-3,32768,22750,10017,69.43
2025-01-01 21:20:00,server-3,32768,24417,8350,74.52
2025-01-01 21:25:00,server-3,32768,17953,14814,54.79
2025-01-01 21:30:00,server-3,32768,22850,9917,69.73
2025-01-01 21:35:00,server-3,32768,20422,12345,62.32
2025-01-01 21:40:00,server-3,32768,24073,8694,73.47
2025-01-01 21:45:00,server-3,32768,14328,18439,43.73
2025-01-01 21:50:00,server-3,32768,20974,11793,64.01
2025-01-01 21:55:00,server-3,32768,19323,13444,58.97
2025-01-01 22:00:00,server-3,32768,22715,10052,69.32
2025-01-01 22:05:00,server-3,32768,22839,9928,69.7
2025-01-01 22:10:00,server-3,32768,18980,13787,57.92
2025-01-01 22:15:00,server-3,32768,18965,13802,57.88
2025-01-01 22:20:00,server-3,32768,20936,11831,63.89
2025-01-01 22:25:00,server-3,32768,18361,14406,56.03
2025-01-01 22:30:00,server-3,32768,24058,8709,73.42
2025-01-01 22:35:00,server-3,32768,20089,12678,61.31
2025-01-01 22:40:00,server-3,32768,11773,20994,35.93
2025-01-01 22:45:00,server-3,32768,20070,12697,61.25
2025-01-01 22:50:00,server-3,32768,17896,14871,54.61
2025-01-01 22:55:00,server-3,32768,15953,16814,48.69
2025-01-01 23:00:00,server-3,32768,17244,15523,52.63
2025-01-01 23:05:00,server-3,32768,21657,11110,66.09
2025-01-01 23:10:00,server-3,32768,25652,7115,78.29
2025-01-01 23:15:00,server-3,32768,22325,10442,68.13
2025-01-01 23:20:00,server-3,32768,19311,13456,58.93
2025-01-01 23:25:00,server-3,32768,22793,9974,69.56
2025-01-01 23:30:00,server-3,32768,19794,12973,60.41
2025-01-01 23:35:00,server-3,32768,19023,13744,58.05
2025-01-01 23:40:00,server-3,32768,17516,15251,53.46
2025-01-01 23:45:00,server-3,32768,15558,17209,47.48
2025-01-01 23:50:00,server-3,32768,20021,12746,61.1
2025-01-01 23:55:00,server-3,32768,21817,10950,66.58
2025-01-02 00:00:00,server-3,32768,20982,11785,64.03
2025-01-02 00:05:00,server-3,32768,19936,12831,60.84
2025-01-02 00:10:00,server-3,32768,18200,14567,55.54
2025-01-02 00:15:00,server-3,32768,23292,9475,71.08
2025-01-02 00:20:00,server-3,32768,16983,15784,51.83
2025-01-02 00:25:00,server-3,32768,23842,8925,72.76
2025-01-02 00:30:00,server-3,32768,18015,14752,54.98
2025-01-02 00:35:00,server-3,32768,18833,13934,57.48
2025-01-02 00:40:00,server-3,32768,16492,16275,50.33
2025-01-02 00:45:00,server-3,32768,19656,13111,59.99
2025-01-02 00:50:00,server-3,32768,24495,8272,74.75
2025-01-02 00:55:00,server-3,32768,22988,9779,70.16
2025-01-02 01:00:00,server-3,32768,24505,8262,74.78
2025-01-02 01:05:00,server-3,32768,23010,9757,70.22
2025-01-02 01:10:00,server-3,32768,17682,15085,53.96
2025-01-02 01:15:00,server-3,32768,20215,12552,61.69
2025-01-02 01:20:00,server-3,32768,18742,14025,57.2
2025-01-02 01:25:00,server-3,32768,25659,7108,78.31
2025-01-02 01:30:00,server-3,32768,17377,15390,53.03
2025-01-02 01:35:00,server-3,32768,24227,8540,73.94
2025-01-02 01:40:00,server-3,32768,24225,8542,73.93
2025-01-02 01:45:00,server-3,32768,27294,5473,83.3
2025-01-02 01:50:00,server-3,32768,19956,12811,60.9
2025-01-02 01:55:00,server-3,32768,23633,9134,72.12
2025-01-02 02:00:00,server-3,32768,28775,3992,87.82
2025-01-02 02:05:00,server-3,32768,19275,13492,58.82
2025-01-02 02:10:00,server-3,32768,16269,16498,49.65
2025-01-02 02:15:00,server-3,32768,15138,17629,46.2
2025-01-02 02:20:00,server-3,32768,23634,9133,72.13
2025-01-02 02:25:00,server-3,32768,15128,17639,46.17
2025-01-02 02:30:00,server-3,32768,20079,12688,61.28
2025-01-02 02:35:00,server-3,32768,22732,10035,69.37
2025-01-02 02:40:00,server-3,32768,21905,10862,66.85
2025-01-02 02:45:00,server-3,32768,22693,10074,69.25
2025-01-02 02:50:00,server-3,32768,22027,10740,67.22
2025-01-02 02:55:00,server-3,32768,25489,7278,77.79
2025-01-02 03:00:00,server-3,32768,18178,14589,55.48
2025-01-02 03:05:00,server-3,32768,19080,13687,58.23
2025-01-02 03:10:00,server-3,32768,18767,14000,57.27
2025-01-02 03:15:00,server-3,32768,24019,8748,73.3
2025-01-02 03:20:00,server-3,32768,24249,8518,74.0
2025-01-02 03:25:00,server-3,32768,22777,9990,69.51
2025-01-02 03:30:00,server-3,32768,25177,7590,76.83
2025-01-02 03:35:00,server-3,32768,17438,15329,53.22
2025-01-02 03:40:00,server-3,32768,26762,6005,81.67
2025-01-02 03:45:00,server-3,32768,26290,6477,80.23
2025-01-02 03:50:00,server-3,32768,23709,9058,72.36
2025-01-02 03:55:00,server-3,32768,27137,5630,82.82
2025-01-02 04:00:00,server-3,32768,15870,16897,48.43
2025-01-02 04:05:00,server-3,32768,19580,13187,59.76
2025-01-02 04:10:00,server-3,32768,18889,13878,57.65
2025-01-02 04:15:00,server-3,32768,23663,9104,72.21
2025-01-02 04:20:00,server-3,32768,17858,14909,54.5
2025-01-02 04:25:00,server-3,32768,23781,8986,72.57
2025-01-02 04:30:00,server-3,32768,25790,6977,78.71
2025-01-02 04:35:00,server-3,32768,23577,9190,71.95
2025-01-02 04:40:00,server-3,32768,22228,10539,67.84
2025-01-02 04:45:00,server-3,32768,18062,14705,55.12
2025-01-02 04:50:00,server-3,32768,18524,14243,56.53
2025-01-02 04:55:00,server-3,32768,25393,7374,77.5
2025-01-02 05:00:00,server-3,32768,23852,8915,72.79
2025-01-02 05:05:00,server-3,32768,21171,11596,64.61
2025-01-02 05:10:00,server-3,32768,19929,12838,60.82
2025-01-02 05:15:00,server-3,32768,14661,18106,44.74
2025-01-02 05:20:00,server-3,32768,17790,14977,54.29
2025-01-02 05:25:00,server-3,32768,27562,5205,84.11
2025-01-02 05:30:00,server-3,32768,17103,15664,52.2
2025-01-02 05:35:00,server-3,32768,21920,10847,66.89
2025-01-02 05:40:00,server-3,32768,24600,8167,75.07
2025-01-02 05:45:00,server-3,32768,17187,15580,52.45
2025-01-02 05:50:00,server-3,32768,21904,10863,66.85
2025-01-02 05:55:00,server-3,32768,24372,8395,74.38
2025-01-02 06:00:00,server-3,32768,21340,11427,65.12
2025-01-02 06:05:00,server-3,32768,30698,2069,93.68
2025-01-02 06:10:00,server-3,32768,15831,16936,48.31
2025-01-02 06:15:00,server-3,32768,24768,7999,75.59
2025-01-02 06:20:00,server-3,32768,20732,12035,63.27
2025-01-02 06:25:00,server-3,32768,23828,8939,72.72
2025-01-02 06:30:00,server-3,32768,22745,10022,69.41
2025-01-02 06:35:00,server-3,32768,18896,13871,57.67
2025-01-02 06:40:00,server-3,32768,22049,10718,67.29
2025-01-02 06:45:00,server-3,32768,15211,17556,46.42
2025-01-02 06:50:00,server-3,32768,23275,9492,71.03
2025-01-02 06:55:00,server-3,32768,22276,10491,67.98
2025-01-02 07:00:00,server-3,32768,23391,9376,71.39
2025-01-02 07:05:00,server-3,32768,24766,8001,75.58
2025-01-02 07:10:00,server-3,32768,22503,10264,68.68
2025-01-02 07:15:00,server-3,32768,21784,10983,66.48
2025-01-02 07:20:00,server-3,32768,18412,14355,56.19
2025-01-02 07:25:00,server-3,32768,18965,13802,57.88
2025-01-02 07:30:00,server-3,32768,25187,7580,76.87
2025-01-02 07:35:00,server-3,32768,26005,6762,79.36
2025-01-02 07:40:00,server-3,32768,20518,12249,62.62
2025-01-02 07:45:00,server-3,32768,21449,11318,65.46
2025-01-02 07:50:00,server-3,32768,18334,14433,55.95
2025-01-02 07:55:00,server-3,32768,25142,7625,76.73
2025-01-02 08:00:00,server-3,32768,23479,9288,71.65
2025-01-02 08:05:00,server-3,32768,27660,5107,84.41
2025-01-02 08:10:00,server-3,32768,18421,14346,56.22
2025-01-02 08:15:00,server-3,32768,20060,12707,61.22
2025-01-02 08:20:00,server-3,32768,22057,10710,67.31
2025-01-02 08:25:00,server-3,32768,23417,9350,71.46
2025-01-02 08:30:00,server-3,32768,20592,12175,62.84
2025-01-02 08:35:00,server-3,32768,18438,14329,56.27
2025-01-02 08:40:00,server-3,32768,24187,8580,73.81
2025-01-02 08:45:00,server-3,32768,23662,9105,72.21
2025-01-02 08:50:00,server-3,32768,18296,14471,55.84
2025-01-02 08:55:00,server-3,32768,25740,7027,78.55
2025-01-02 09:00:00,server-3,32768,25133,7634,76.7
2025-01-02 09:05:00,server-3,32768,21739,11028,66.34
2025-01-02 09:10:00,server-3,32768,21560,11207,65.8
2025-01-02 09:15:00,server-3,32768,23114,9653,70.54
2025-01-02 09:20:00,server-3,32768,18475,14292,56.38
2025-01-02 09:25:00,server-3,32768,21397,11370,65.3
2025-01-02 09:30:00,server-3,32768,14246,18521,43.48
2025-01-02 09:35:00,server-3,32768,24171,8596,73.76
2025-01-02 09:40:00,server-3,32768,16182,16585,49.39
2025-01-02 09:45:00,server-3,32768,26225,6542,80.03
2025-01-02 09:50:00,server-3,32768,20217,12550,61.7
2025-01-02 09:55:00,server-3,32768,20605,12162,62.88
2025-01-02 10:00:00,server-3,32768,19242,13525,58.72
2025-01-02 10:05:00,server-3,32768,20355,12412,62.12
2025-01-02 10:10:00,server-3,32768,25947,6820,79.19
2025-01-02 10:15:00,server-3,32768,13147,19620,40.12
2025-01-02 10:20:00,server-3,32768,25483,7284,77.77
2025-01-02 10:25:00,server-3,32768,22406,10361,68.38
2025-01-02 10:30:00,server-3,32768,17344,15423,52.93
2025-01-02 10:35:00,server-3,32768,17775,14992,54.25
2025-01-02 10:40:00,server-3,32768,26792,5975,81.76
2025-01-02 10:45:00,server-3,32768,18200,14567,55.54
2025-01-02 10:50:00,server-3,32768,17519,15248,53.47
2025-01-02 10:55:00,server-3,32768,25025,7742,76.37
2025-01-02 11:00:00,server-3,32768,22408,10359,68.39
2025-01-02 11:05:00,server-3,32768,18225,14542,55.62
2025-01-02 11:10:00,server-3,32768,22009,10758,67.17
2025-01-02 11:15:00,server-3,32768,17938,14829,54.74
2025-01-02 11:20:00,server-3,32768,24906,7861,76.01
2025-01-02 11:25:00,server-3,32768,24777,7990,75.61
2025-01-02 11:30:00,server-3,32768,23042,9725,70.32
2025-01-02 11:35:00,server-3,32768,22484,10283,68.62
2025-01-02 11:40:00,server-3,32768,27070,5697,82.61
2025-01-02 11:45:00,server-3,32768,21298,11469,65.0
2025-01-02 11:50:00,server-3,32768,17426,15341,53.18
2025-01-02 11:55:00,server-3,32768,22772,9995,69.49
2025-01-02 12:00:00,server-3,32768,28134,4633,85.86
2025-01-02 12:05:00,server-3,32768,17974,14793,54.85
2025-01-02 12:10:00,server-3,32768,20114,12653,61.39
2025-01-02 12:15:00,server-3,32768,22663,10104,69.16
2025-01-02 12:20:00,server-3,32768,21122,11645,64.46
2025-01-02 12:25:00,server-3,32768,18080,14687,55.18
2025-01-02 12:30:00,server-3,32768,24975,7792,76.22
2025-01-02 12:35:00,server-3,32768,28901,3866,88.2
2025-01-02 12:40:00,server-3,32768,21941,10826,66.96
2025-01-02 12:45:00,server-3,32768,18336,14431,55.96
2025-01-02 12:50:00,server-3,32768,16223,16544,49.51
2025-01-02 12:55:00,server-3,32768,22144,10623,67.58
2025-01-02 13:00:00,server-3,32768,24916,7851,76.04
2025-01-02 13:05:00,server-3,32768,22856,9911,69.75
2025-01-02 13:10:00,server-3,32768,21291,11476,64.98
2025-01-02 13:15:00,server-3,32768,19368,13399,59.11
2025-01-02 13:20:00,server-3,32768,17720,15047,54.08
2025-01-02 13:25:00,server-3,32768,24034,8733,73.35
2025-01-02 13:30:00,server-3,32768,24293,8474,74.14
2025-01-02 13:35:00,server-3,32768,16234,16533,49.54
2025-01-02 13:40:00,server-3,32768,26508,6259,80.9
2025-01-02 13:45:00,server-3,32768,23180,9587,70.74
2025-01-02 13:50:00,server-3,32768,25885,6882,79.0
2025-01-02 13:55:00,server-3,32768,16901,15866,51.58
2025-01-02 14:00:00,server-3,32768,16823,15944,51.34
2025-01-02 14:05:00,server-3,32768,20811,11956,63.51
2025-01-02 14:10:00,server-3,32768,22946,9821,70.03
2025-01-02 14:15:00,server-3,32768,27185,5582,82.96
2025-01-02 14:20:00,server-3,32768,23612,9155,72.06
2025-01-02 14:25:00,server-3,32768,20503,12264,62.57
2025-01-02 14:30:00,server-3,32768,17935,14832,54.74
